case_index,layout,gpu_layers,cpu_offload_ratio,batch_size,sequence_length,new_tokens,name,category,src,dst,bytes,wall_ms,phase
5,prefix,0,1.0,1,32,8,block_9,cpu_compute,,cpu,0,8.340329,prefill
5,prefix,0,1.0,1,32,8,block_10,cpu_compute,,cpu,0,8.390168,prefill
5,prefix,0,1.0,1,32,8,block_11,cpu_compute,,cpu,0,8.372055,prefill
5,prefix,0,1.0,1,32,8,final_norm,cpu_compute,,cpu,0,0.052075,prefill
5,prefix,0,1.0,1,32,8,lm_head,cpu_compute,,cpu,0,11.574642,prefill
5,prefix,0,1.0,1,32,8,argmax,cpu_compute,,cpu,0,0.189397,prefill
5,prefix,0,1.0,1,32,8,embeddings,cpu_compute,,cpu,0,0.114327,decode
5,prefix,0,1.0,1,32,8,block_0,cpu_compute,,cpu,0,2.633762,decode
5,prefix,0,1.0,1,32,8,block_1,cpu_compute,,cpu,0,2.670498,decode
5,prefix,0,1.0,1,32,8,block_2,cpu_compute,,cpu,0,2.701969,decode
5,prefix,0,1.0,1,32,8,block_3,cpu_compute,,cpu,0,2.72908,decode
5,prefix,0,1.0,1,32,8,block_4,cpu_compute,,cpu,0,2.656878,decode
5,prefix,0,1.0,1,32,8,block_5,cpu_compute,,cpu,0,2.688633,decode
5,prefix,0,1.0,1,32,8,block_6,cpu_compute,,cpu,0,2.616293,decode
5,prefix,0,1.0,1,32,8,block_7,cpu_compute,,cpu,0,2.679931,decode
5,prefix,0,1.0,1,32,8,block_8,cpu_compute,,cpu,0,3.168915,decode
5,prefix,0,1.0,1,32,8,block_9,cpu_compute,,cpu,0,2.919654,decode
5,prefix,0,1.0,1,32,8,block_10,cpu_compute,,cpu,0,3.481788,decode
5,prefix,0,1.0,1,32,8,block_11,cpu_compute,,cpu,0,2.979076,decode
5,prefix,0,1.0,1,32,8,final_norm,cpu_compute,,cpu,0,0.033038,decode
5,prefix,0,1.0,1,32,8,lm_head,cpu_compute,,cpu,0,11.928542,decode
5,prefix,0,1.0,1,32,8,argmax,cpu_compute,,cpu,0,0.381872,decode
