fold,policy,budget_mib,fit_models_seconds,candidate_prediction_ms,selection_only_ms
5,max_gpu,640,0.013337174000071172,65.20897700011119,2.075419000107104
5,compute,640,0.013337174000071172,65.20897700011119,2.695077999987916
5,compute_transfer,640,0.013337174000071172,65.20897700011119,2.6219650000030015
5,max_gpu,768,0.013337174000071172,65.20897700011119,1.9731889999548002
5,compute,768,0.013337174000071172,65.20897700011119,2.6684790000217617
5,compute_transfer,768,0.013337174000071172,65.20897700011119,2.556989000026988
5,max_gpu,1024,0.013337174000071172,65.20897700011119,2.0129270000097677
5,compute,1024,0.013337174000071172,65.20897700011119,2.575292000074114
5,compute_transfer,1024,0.013337174000071172,65.20897700011119,2.699922000033439
6,max_gpu,256,0.013451928999984375,58.16291999997247,2.083445000039319
6,compute,256,0.013451928999984375,58.16291999997247,2.496038000003864
6,compute_transfer,256,0.013451928999984375,58.16291999997247,2.4455010000110633
6,max_gpu,320,0.013451928999984375,58.16291999997247,1.992298999994091
6,compute,320,0.013451928999984375,58.16291999997247,2.677437999977883
6,compute_transfer,320,0.013451928999984375,58.16291999997247,3.273852999996052
6,max_gpu,384,0.013451928999984375,58.16291999997247,2.160563999950682
6,compute,384,0.013451928999984375,58.16291999997247,2.6935900000353286
6,compute_transfer,384,0.013451928999984375,58.16291999997247,2.640558000052806
6,max_gpu,448,0.013451928999984375,58.16291999997247,2.0062620000089737
6,compute,448,0.013451928999984375,58.16291999997247,2.759633999971811
6,compute_transfer,448,0.013451928999984375,58.16291999997247,2.672601000085706
6,max_gpu,512,0.013451928999984375,58.16291999997247,2.1400680000169814
6,compute,512,0.013451928999984375,58.16291999997247,2.619428999992124
6,compute_transfer,512,0.013451928999984375,58.16291999997247,2.6158389999864085
6,max_gpu,640,0.013451928999984375,58.16291999997247,1.8593610000152694
6,compute,640,0.013451928999984375,58.16291999997247,2.521954999906484
6,compute_transfer,640,0.013451928999984375,58.16291999997247,2.533747999905245
6,max_gpu,768,0.013451928999984375,58.16291999997247,2.104991000010159
6,compute,768,0.013451928999984375,58.16291999997247,2.7108599999792204
6,compute_transfer,768,0.013451928999984375,58.16291999997247,2.595190999954866
6,max_gpu,1024,0.013451928999984375,58.16291999997247,1.8954010000697963
6,compute,1024,0.013451928999984375,58.16291999997247,2.5161059999163626
6,compute_transfer,1024,0.013451928999984375,58.16291999997247,2.5559969999449095
7,max_gpu,256,0.013316458999952374,58.74412499997561,2.0664009999791233
7,compute,256,0.013316458999952374,58.74412499997561,2.614067000081377
7,compute_transfer,256,0.013316458999952374,58.74412499997561,2.528439000002436
7,max_gpu,320,0.013316458999952374,58.74412499997561,1.9754969999894456
7,compute,320,0.013316458999952374,58.74412499997561,2.655567000033443
7,compute_transfer,320,0.013316458999952374,58.74412499997561,2.591090000009899
7,max_gpu,384,0.013316458999952374,58.74412499997561,1.9740959999126062
7,compute,384,0.013316458999952374,58.74412499997561,2.6554380000334277
7,compute_transfer,384,0.013316458999952374,58.74412499997561,2.58842799996728
7,max_gpu,448,0.013316458999952374,58.74412499997561,1.9889330000069094
7,compute,448,0.013316458999952374,58.74412499997561,2.5801450000244586
7,compute_transfer,448,0.013316458999952374,58.74412499997561,2.6577479999332354
7,max_gpu,512,0.013316458999952374,58.74412499997561,1.9738010000764916
7,compute,512,0.013316458999952374,58.74412499997561,2.6131550000627612
7,compute_transfer,512,0.013316458999952374,58.74412499997561,2.638959000023533
7,max_gpu,640,0.013316458999952374,58.74412499997561,1.9511099999363068
7,compute,640,0.013316458999952374,58.74412499997561,2.578053999968688
7,compute_transfer,640,0.013316458999952374,58.74412499997561,2.5438199999143762
7,max_gpu,768,0.013316458999952374,58.74412499997561,1.9856950000303186
7,compute,768,0.013316458999952374,58.74412499997561,2.666840999950182
7,compute_transfer,768,0.013316458999952374,58.74412499997561,2.6432170000134647
7,max_gpu,1024,0.013316458999952374,58.74412499997561,1.994971000044643
7,compute,1024,0.013316458999952374,58.74412499997561,2.6568119999410555
7,compute_transfer,1024,0.013316458999952374,58.74412499997561,2.5542790000372406
8,max_gpu,256,0.013638979000006657,78.0964949999543,3.135971000006066
8,compute,256,0.013638979000006657,78.0964949999543,2.689755000005789
8,compute_transfer,256,0.013638979000006657,78.0964949999543,2.596550000021125
8,max_gpu,320,0.013638979000006657,78.0964949999543,2.2481589999188145
8,compute,320,0.013638979000006657,78.0964949999543,2.4973289999934423
8,compute_transfer,320,0.013638979000006657,78.0964949999543,2.5619040000037785
8,max_gpu,384,0.013638979000006657,78.0964949999543,1.9013349999568163
8,compute,384,0.013638979000006657,78.0964949999543,2.5098720000187313
8,compute_transfer,384,0.013638979000006657,78.0964949999543,3.632925000033538
8,max_gpu,448,0.013638979000006657,78.0964949999543,2.0280899999534086
8,compute,448,0.013638979000006657,78.0964949999543,2.6291489999721307
8,compute_transfer,448,0.013638979000006657,78.0964949999543,2.5640590000648444
8,max_gpu,512,0.013638979000006657,78.0964949999543,1.9535640000185595
8,compute,512,0.013638979000006657,78.0964949999543,2.6252909999584517
8,compute_transfer,512,0.013638979000006657,78.0964949999543,2.6063699999667733
8,max_gpu,640,0.013638979000006657,78.0964949999543,1.9498199999361532
8,compute,640,0.013638979000006657,78.0964949999543,2.560545999926944
8,compute_transfer,640,0.013638979000006657,78.0964949999543,2.5687510000125258
8,max_gpu,768,0.013638979000006657,78.0964949999543,1.961824999966666
8,compute,768,0.013638979000006657,78.0964949999543,2.540815999964252
8,compute_transfer,768,0.013638979000006657,78.0964949999543,2.555873000005704
8,max_gpu,1024,0.013638979000006657,78.0964949999543,1.869124999984706
8,compute,1024,0.013638979000006657,78.0964949999543,2.51836600000388
8,compute_transfer,1024,0.013638979000006657,78.0964949999543,2.657603999978164
